,Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
10260,WH_110260,EID_60260,Rural,Mid,South,Zone 2,0,2,2,7185,Rented,37,0,0,1,223,22.0,,27,0,B+,4,32,31101
10261,WH_110261,EID_60261,Rural,Small,West,Zone 1,5,1,7,4087,Company Owned,39,1,0,1,224,23.0,,6,1,A+,1,30,9129
10262,WH_110262,EID_60262,Rural,Large,South,Zone 5,5,0,2,4319,Rented,26,0,0,0,167,28.0,,13,0,C,3,10,16134
10263,WH_110263,EID_60263,Urban,Large,North,Zone 6,5,1,3,4018,Company Owned,49,0,0,1,70,29.0,2011.0,17,0,B,5,6,21114
10264,WH_110264,EID_60264,Rural,Mid,West,Zone 3,3,3,4,5051,Company Owned,56,0,0,0,139,17.0,,19,1,A+,4,19,25143
10265,WH_110265,EID_60265,Rural,Large,North,Zone 6,1,0,2,5028,Company Owned,35,0,0,1,217,45.0,,22,0,A,4,28,29090
10266,WH_110266,EID_60266,Rural,Mid,West,Zone 2,4,3,4,7598,Rented,35,0,0,1,213,27.0,,15,0,B+,5,1,17106
10267,WH_110267,EID_60267,Rural,Small,North,Zone 6,8,0,2,4165,Company Owned,41,0,0,0,125,23.0,2013.0,20,1,B,2,15,23071
10268,WH_110268,EID_60268,Rural,Mid,South,Zone 2,0,1,1,4800,Company Owned,62,0,0,0,183,28.0,,19,0,A,6,32,25063
10269,WH_110269,EID_60269,Rural,Mid,North,Zone 2,1,0,2,8257,Company Owned,27,0,0,1,213,36.0,,0,0,,0,18,3092
10270,WH_110270,EID_60270,Rural,Large,South,Zone 6,7,0,4,5111,Rented,30,0,0,0,208,32.0,2021.0,4,0,B+,3,29,5128
10271,WH_110271,EID_60271,Rural,Mid,North,Zone 2,4,0,4,4967,Company Owned,63,0,0,1,216,26.0,,0,0,,0,18,3086
10272,WH_110272,EID_60272,Rural,Mid,West,Zone 3,6,0,6,4454,Company Owned,67,0,0,0,84,23.0,2009.0,23,0,B,2,19,29070
10273,WH_110273,EID_60273,Rural,Mid,North,Zone 2,3,0,2,6862,Rented,33,0,0,1,167,32.0,2002.0,33,1,C,2,12,47055
10274,WH_110274,EID_60274,Rural,Large,North,Zone 6,5,1,1,3653,Rented,20,0,0,0,94,27.0,2020.0,5,0,B,2,29,6073
10275,WH_110275,EID_60275,Rural,Large,West,Zone 5,3,0,5,3747,Company Owned,59,0,0,0,225,24.0,2013.0,13,0,A,5,14,17150
10276,WH_110276,EID_60276,Rural,Mid,West,Zone 2,5,0,4,3834,Company Owned,45,0,0,1,252,24.0,2020.0,9,0,B,2,18,11062
10277,WH_110277,EID_60277,Rural,Large,West,Zone 5,8,0,3,4706,Company Owned,16,0,0,1,182,22.0,2010.0,16,1,A+,2,10,21113
10278,WH_110278,EID_60278,Rural,Small,West,Zone 1,0,0,3,3955,Company Owned,16,0,0,1,226,26.0,,24,0,A+,3,3,31059
10279,WH_110279,EID_60279,Rural,Large,West,Zone 6,7,0,4,4469,Rented,19,0,0,0,142,41.0,2015.0,14,1,B+,1,6,17090
10280,WH_110280,EID_60280,Rural,Small,North,Zone 6,0,1,3,4001,Rented,44,0,0,1,146,23.0,,6,0,B+,2,9,7075
10281,WH_110281,EID_60281,Rural,Mid,North,Zone 3,3,0,3,4553,Company Owned,38,0,0,1,183,37.0,2009.0,20,0,B+,6,19,25098
10282,WH_110282,EID_60282,Rural,Mid,North,Zone 2,2,0,3,3579,Company Owned,50,0,0,1,85,24.0,,25,0,C,2,12,33145
10283,WH_110283,EID_60283,Rural,Mid,North,Zone 2,6,1,4,4673,Rented,48,0,0,0,252,32.0,2007.0,32,0,B+,6,22,38081
10284,WH_110284,EID_60284,Rural,Large,North,Zone 6,7,3,2,5281,Company Owned,52,0,0,1,94,29.0,2018.0,6,0,B,6,28,7077
10285,WH_110285,EID_60285,Rural,Small,South,Zone 6,0,0,2,6323,Company Owned,69,0,0,0,149,21.0,,9,0,A+,5,9,12099
10286,WH_110286,EID_60286,Rural,Large,North,Zone 6,7,0,3,5063,Company Owned,66,0,0,1,91,30.0,2009.0,21,1,B,4,28,27127
10287,WH_110287,EID_60287,Rural,Small,North,Zone 1,8,2,3,4150,Rented,24,0,0,0,180,25.0,,11,0,B+,2,30,12092
10288,WH_110288,EID_60288,Rural,Large,North,Zone 6,4,0,2,5187,Company Owned,38,0,0,1,238,,1997.0,25,0,A,3,28,32150
10289,WH_110289,EID_60289,Rural,Mid,South,Zone 2,7,2,2,4601,Rented,18,0,0,0,141,17.0,,14,0,C,5,12,18148
10290,WH_110290,EID_60290,Rural,Large,West,Zone 6,7,0,3,5382,Rented,66,0,0,1,109,35.0,,0,0,,0,23,3097
10291,WH_110291,EID_60291,Rural,Large,West,Zone 6,2,0,4,4082,Company Owned,29,0,0,0,203,38.0,,24,0,B,6,6,28146
10292,WH_110292,EID_60292,Rural,Large,South,Zone 6,1,1,2,4902,Company Owned,50,0,0,1,102,26.0,,6,0,B+,3,29,6103
10293,WH_110293,EID_60293,Rural,Large,West,Zone 6,8,0,2,5398,Rented,41,0,0,0,149,24.0,2007.0,17,0,C,5,23,23069
10294,WH_110294,EID_60294,Rural,Large,North,Zone 5,4,3,5,4325,Rented,63,0,1,1,242,29.0,,4,1,A,6,24,6109
10295,WH_110295,EID_60295,Rural,Large,South,Zone 5,3,3,2,4875,Rented,47,0,0,0,193,20.0,2008.0,19,0,B,5,10,22117
10296,WH_110296,EID_60296,Urban,Mid,North,Zone 2,2,0,4,5167,Company Owned,22,0,0,1,214,31.0,,5,0,B,3,12,6134
10297,WH_110297,EID_60297,Rural,Small,South,Zone 1,3,0,2,4103,Company Owned,68,0,0,1,219,45.0,2017.0,21,1,A+,4,21,31105
10298,WH_110298,EID_60298,Urban,Mid,North,Zone 4,1,0,4,5013,Company Owned,54,0,0,1,253,34.0,,20,0,C,5,26,27072
10299,WH_110299,EID_60299,Rural,Mid,North,Zone 4,0,0,4,6204,Company Owned,53,0,0,1,75,24.0,,10,0,C,5,26,13059
10300,WH_110300,EID_60300,Rural,Small,North,Zone 6,4,0,2,5488,Rented,15,0,0,0,72,26.0,2006.0,36,1,A,3,9,51137
10301,WH_110301,EID_60301,Rural,Small,West,Zone 1,8,0,3,4549,Company Owned,53,0,0,1,255,,,11,0,B,2,30,12148
10302,WH_110302,EID_60302,Rural,Small,North,Zone 1,0,0,3,6425,Company Owned,28,1,0,1,79,32.0,,4,0,B+,2,3,5064
10303,WH_110303,EID_60303,Rural,Large,West,Zone 6,7,0,2,5283,Company Owned,20,0,0,0,192,33.0,2000.0,22,0,C,4,23,30091
10304,WH_110304,EID_60304,Rural,Mid,South,Zone 4,7,0,2,3032,Company Owned,36,0,0,1,267,39.0,2013.0,16,1,A+,4,26,24149
10305,WH_110305,EID_60305,Rural,Large,West,Zone 5,1,0,4,5105,Rented,32,0,0,0,81,,,20,0,B+,1,10,25108
10306,WH_110306,EID_60306,Rural,Mid,South,Zone 3,2,0,2,4473,Rented,50,0,0,0,128,40.0,,37,0,A,6,19,51097
10307,WH_110307,EID_60307,Rural,Small,South,Zone 6,1,1,4,4404,Company Owned,45,0,1,1,185,25.0,,6,0,A+,2,2,9090
10308,WH_110308,EID_60308,Rural,Large,North,Zone 5,6,0,3,4606,Rented,49,0,0,1,62,30.0,1997.0,30,0,A,4,24,40139
10309,WH_110309,EID_60309,Rural,Large,North,Zone 6,0,0,2,4949,Rented,34,0,0,0,75,52.0,,20,0,C,5,28,25134
10310,WH_110310,EID_60310,Rural,Large,West,Zone 5,0,0,6,4990,Company Owned,36,1,1,1,184,28.0,,27,0,C,5,14,34090
10311,WH_110311,EID_60311,Rural,Large,North,Zone 6,3,2,3,5985,Company Owned,48,0,0,1,122,,2020.0,4,0,B+,1,29,5072
10312,WH_110312,EID_60312,Rural,Small,North,Zone 1,3,4,3,4561,Company Owned,67,0,0,1,255,23.0,,0,0,,0,16,3114
10313,WH_110313,EID_60313,Rural,Large,West,Zone 5,2,0,3,5053,Rented,23,0,0,1,63,25.0,,18,0,B+,6,14,23100
10314,WH_110314,EID_60314,Rural,Mid,South,Zone 4,2,1,2,4319,Company Owned,38,1,0,1,113,41.0,,29,0,B+,5,26,35123
10315,WH_110315,EID_60315,Rural,Mid,West,Zone 4,0,0,3,4823,Rented,58,0,0,1,88,45.0,,25,0,B,3,11,28142
10316,WH_110316,EID_60316,Rural,Large,North,Zone 5,3,0,2,5749,Company Owned,40,0,0,1,120,31.0,2018.0,9,1,A,4,24,14056
10317,WH_110317,EID_60317,Rural,Large,South,Zone 6,8,0,2,5385,Rented,69,0,0,1,81,,2008.0,16,1,A+,3,23,23109
10318,WH_110318,EID_60318,Rural,Large,North,Zone 6,6,1,4,3923,Rented,45,0,0,1,98,26.0,,5,0,C,3,28,6118
10319,WH_110319,EID_60319,Rural,Mid,West,Zone 4,2,0,2,4712,Rented,63,0,0,0,251,22.0,,4,0,B,3,11,4106
10320,WH_110320,EID_60320,Rural,Mid,North,Zone 3,3,0,4,4078,Company Owned,69,0,0,1,183,33.0,2006.0,34,1,C,3,27,48135
10321,WH_110321,EID_60321,Rural,Mid,North,Zone 4,7,1,4,4420,Rented,49,0,0,1,121,28.0,2013.0,9,1,A+,1,26,12059
10322,WH_110322,EID_60322,Rural,Mid,South,Zone 4,3,1,2,3105,Rented,31,0,0,0,92,21.0,,19,1,B+,6,26,22150
10323,WH_110323,EID_60323,Rural,Small,North,Zone 6,2,0,4,5292,Rented,35,0,0,0,62,21.0,,27,0,A,5,8,34114
10324,WH_110324,EID_60324,Rural,Large,North,Zone 6,6,0,4,6294,Company Owned,52,1,0,1,193,42.0,,19,1,A+,6,23,25109
10325,WH_110325,EID_60325,Rural,Mid,North,Zone 3,7,4,4,4099,Company Owned,28,0,0,1,133,40.0,,14,1,A+,5,27,18100
10326,WH_110326,EID_60326,Rural,Large,North,Zone 6,8,1,4,4399,Rented,27,0,0,0,140,24.0,2004.0,29,0,C,4,28,38129
10327,WH_110327,EID_60327,Rural,Mid,West,Zone 3,8,0,4,4555,Rented,52,0,0,1,131,26.0,2008.0,19,1,A,6,19,25132
10328,WH_110328,EID_60328,Rural,Small,South,Zone 1,7,1,2,4560,Company Owned,26,0,0,0,192,36.0,,23,1,C,3,21,30133
10329,WH_110329,EID_60329,Urban,Large,West,Zone 5,5,0,3,4843,Company Owned,63,0,0,0,204,25.0,2004.0,28,0,A,5,5,38099
10330,WH_110330,EID_60330,Rural,Mid,South,Zone 3,6,1,2,6177,Company Owned,25,0,0,0,136,24.0,2007.0,17,0,B+,3,27,21108
10331,WH_110331,EID_60331,Rural,Large,North,Zone 6,0,0,3,5319,Rented,55,0,0,1,240,28.0,,20,0,A+,6,29,27076
10332,WH_110332,EID_60332,Rural,Mid,North,Zone 4,1,0,4,5235,Company Owned,49,0,0,1,85,56.0,,21,1,B,3,26,27149
10333,WH_110333,EID_60333,Rural,Large,West,Zone 5,2,2,4,9451,Company Owned,34,0,0,0,231,34.0,,26,0,C,2,14,34123
10334,WH_110334,EID_60334,Rural,Large,South,Zone 5,1,2,2,4115,Company Owned,24,0,0,1,146,27.0,,9,0,B,6,25,11104
10335,WH_110335,EID_60335,Rural,Large,West,Zone 5,1,0,3,5939,Company Owned,36,0,0,0,68,23.0,,17,0,B,5,14,21129
10336,WH_110336,EID_60336,Rural,Mid,West,Zone 3,5,0,6,4312,Company Owned,26,0,0,0,223,23.0,2016.0,9,1,A+,4,19,13099
10337,WH_110337,EID_60337,Rural,Large,North,Zone 6,6,0,2,4149,Company Owned,64,0,0,1,75,28.0,,16,0,B,6,6,19055
10338,WH_110338,EID_60338,Rural,Mid,South,Zone 4,5,4,1,6878,Company Owned,58,0,0,0,247,17.0,,6,0,B,3,26,7064
10339,WH_110339,EID_60339,Rural,Mid,South,Zone 4,5,0,3,4046,Company Owned,18,1,0,1,127,16.0,2011.0,18,0,A,3,20,23071
10340,WH_110340,EID_60340,Urban,Mid,East,Zone 3,5,4,5,3905,Rented,33,0,0,1,71,23.0,,27,0,B,3,27,31125
10341,WH_110341,EID_60341,Rural,Mid,West,Zone 2,8,4,3,3939,Company Owned,54,0,0,0,83,38.0,,10,0,A,4,1,13143
10342,WH_110342,EID_60342,Rural,Small,West,Zone 1,5,1,4,3115,Company Owned,49,0,0,0,250,39.0,2017.0,9,0,B,5,30,10065
10343,WH_110343,EID_60343,Rural,Mid,North,Zone 3,3,0,4,5258,Company Owned,34,0,0,0,125,32.0,2014.0,15,1,A+,3,19,22085
10344,WH_110344,EID_60344,Rural,Small,North,Zone 6,8,0,4,5360,Rented,20,0,0,0,89,26.0,2007.0,27,1,A,2,9,38133
10345,WH_110345,EID_60345,Rural,Large,North,Zone 6,8,1,6,4855,Rented,22,0,0,1,111,30.0,2017.0,22,0,B+,5,28,27060
10346,WH_110346,EID_60346,Urban,Mid,West,Zone 4,7,0,3,5763,Company Owned,56,1,0,0,239,32.0,2008.0,19,0,B+,2,11,24116
10347,WH_110347,EID_60347,Rural,Mid,West,Zone 2,7,0,4,7048,Rented,30,0,0,1,181,28.0,2006.0,39,0,A,4,1,53115
10348,WH_110348,EID_60348,Rural,Large,South,Zone 5,5,0,2,6035,Rented,45,0,0,0,208,22.0,2016.0,10,0,C,4,14,13095
10349,WH_110349,EID_60349,Rural,Small,East,Zone 1,0,1,5,4430,Company Owned,54,0,0,0,164,39.0,,16,0,C,3,16,20126
10350,WH_110350,EID_60350,Rural,Mid,West,Zone 4,7,1,4,5150,Company Owned,41,0,0,1,73,29.0,,21,0,A,2,26,27109
10351,WH_110351,EID_60351,Rural,Large,West,Zone 6,2,0,4,4762,Rented,33,0,0,0,244,37.0,,19,0,A,6,23,24127
10352,WH_110352,EID_60352,Rural,Small,South,Zone 6,0,0,3,3964,Company Owned,31,1,1,1,60,32.0,,7,0,C,2,2,9129
10353,WH_110353,EID_60353,Rural,Small,North,Zone 1,0,0,3,4058,Company Owned,18,0,0,0,70,21.0,,5,0,C,3,31,7086
10354,WH_110354,EID_60354,Rural,Mid,East,Zone 3,8,3,6,4101,Company Owned,24,0,0,1,148,30.0,2006.0,23,1,C,3,27,30057
10355,WH_110355,EID_60355,Rural,Large,West,Zone 5,6,0,1,6617,Rented,34,0,0,0,212,20.0,2013.0,21,1,A+,4,14,29145
10356,WH_110356,EID_60356,Rural,Large,North,Zone 6,8,1,2,4714,Rented,20,0,0,0,259,31.0,,13,0,B+,2,23,15145
10357,WH_110357,EID_60357,Rural,Large,North,Zone 6,4,0,2,5049,Company Owned,29,0,0,1,61,26.0,2007.0,17,1,C,3,23,24119
10358,WH_110358,EID_60358,Rural,Mid,South,Zone 3,4,0,2,4170,Company Owned,52,0,0,1,172,29.0,2023.0,0,0,,0,19,4093
10359,WH_110359,EID_60359,Rural,Mid,West,Zone 4,3,0,6,4091,Rented,63,0,0,1,156,42.0,2004.0,31,1,B+,4,26,40127
10360,WH_110360,EID_60360,Rural,Mid,West,Zone 3,2,0,5,4374,Rented,50,0,1,1,135,30.0,,20,1,A+,4,19,26150
10361,WH_110361,EID_60361,Rural,Small,West,Zone 1,4,1,6,4890,Rented,40,0,0,0,56,21.0,2002.0,33,1,A+,3,3,44113
10362,WH_110362,EID_60362,Rural,Mid,West,Zone 4,6,3,4,4547,Company Owned,59,0,0,1,237,30.0,,15,0,C,2,11,19088
10363,WH_110363,EID_60363,Rural,Small,West,Zone 6,6,0,4,5108,Company Owned,22,0,0,1,251,35.0,2011.0,24,0,B,4,9,30122
10364,WH_110364,EID_60364,Rural,Large,West,Zone 5,4,2,2,6535,Rented,43,0,0,1,208,26.0,1999.0,24,1,B+,2,25,28088
10365,WH_110365,EID_60365,Rural,Large,West,Zone 6,7,0,4,3525,Rented,53,0,0,1,90,28.0,2000.0,24,0,B,6,6,27088
10366,WH_110366,EID_60366,Rural,Large,West,Zone 6,1,0,4,4212,Company Owned,38,1,0,1,91,25.0,,27,0,A,6,6,36058
10367,WH_110367,EID_60367,Rural,Mid,North,Zone 3,5,0,3,4730,Company Owned,55,0,1,1,193,36.0,2023.0,0,0,,0,27,5143
10368,WH_110368,EID_60368,Rural,Small,North,Zone 1,6,0,2,5150,Rented,54,0,0,0,146,19.0,2021.0,0,0,,0,30,6139
10369,WH_110369,EID_60369,Rural,Large,West,Zone 5,4,0,2,4869,Rented,55,0,0,0,195,24.0,2008.0,24,0,B,5,14,30137
10370,WH_110370,EID_60370,Urban,Mid,South,Zone 2,3,1,2,5138,Company Owned,53,0,0,0,226,32.0,2006.0,25,1,A+,5,32,34118
10371,WH_110371,EID_60371,Rural,Mid,West,Zone 3,1,0,2,4884,Company Owned,61,0,0,1,169,25.0,,21,0,A+,4,19,27137
10372,WH_110372,EID_60372,Rural,Mid,South,Zone 4,8,0,3,4210,Company Owned,23,1,0,0,189,58.0,2019.0,13,1,A,2,26,18092
10373,WH_110373,EID_60373,Rural,Mid,South,Zone 2,1,0,3,4667,Company Owned,21,0,0,0,224,22.0,,5,0,C,3,32,6081
10374,WH_110374,EID_60374,Rural,Small,West,Zone 6,0,0,3,4557,Company Owned,33,0,0,0,153,27.0,,20,0,B+,6,9,23150
10375,WH_110375,EID_60375,Rural,Mid,North,Zone 3,2,0,2,5912,Rented,53,0,0,0,188,42.0,,6,0,C,6,27,7126
10376,WH_110376,EID_60376,Rural,Small,North,Zone 6,0,1,2,4429,Rented,29,0,0,0,257,21.0,,32,0,B,4,9,38104
10377,WH_110377,EID_60377,Rural,Mid,South,Zone 2,1,0,3,4988,Rented,57,0,0,0,144,23.0,,5,0,B,3,32,6082
10378,WH_110378,EID_60378,Rural,Large,West,Zone 5,1,1,3,5107,Rented,31,0,0,1,209,34.0,,0,0,,0,14,4121
10379,WH_110379,EID_60379,Rural,Large,North,Zone 5,6,1,2,4062,Rented,45,0,0,0,98,21.0,2019.0,7,0,B,3,5,8073
10380,WH_110380,EID_60380,Rural,Mid,North,Zone 4,3,0,3,4223,Rented,35,0,0,1,151,26.0,,14,0,B,3,26,17109
10381,WH_110381,EID_60381,Rural,Large,West,Zone 6,1,0,3,4252,Company Owned,33,0,1,1,105,29.0,,11,0,A,5,23,14089
10382,WH_110382,EID_60382,Urban,Large,North,Zone 6,4,0,3,4471,Company Owned,41,0,0,0,109,22.0,2008.0,17,0,C,3,6,23111
10383,WH_110383,EID_60383,Rural,Large,South,Zone 5,4,2,2,4122,Rented,56,0,0,1,193,27.0,2011.0,20,0,B+,3,10,23114
10384,WH_110384,EID_60384,Rural,Mid,West,Zone 4,8,0,2,5696,Company Owned,49,1,0,0,108,36.0,2018.0,13,0,B+,6,26,16059
10385,WH_110385,EID_60385,Rural,Large,North,Zone 6,4,0,2,5878,Rented,34,0,0,1,62,39.0,2016.0,18,0,B,2,6,22101
10386,WH_110386,EID_60386,Rural,Large,West,Zone 5,7,4,4,4766,Company Owned,24,0,0,0,191,27.0,,14,0,B+,6,14,16098
10387,WH_110387,EID_60387,Rural,Mid,North,Zone 2,8,1,2,4826,Rented,41,0,0,1,182,28.0,,13,0,C,3,12,16087
10388,WH_110388,EID_60388,Rural,Large,West,Zone 5,0,0,3,5236,Rented,68,0,0,0,123,18.0,,0,0,,0,10,3084
10389,WH_110389,EID_60389,Rural,Mid,South,Zone 2,7,0,3,5016,Rented,35,0,0,0,251,27.0,2021.0,4,1,C,1,12,5125
10390,WH_110390,EID_60390,Rural,Small,North,Zone 6,2,3,2,4352,Rented,23,0,0,0,103,21.0,,12,1,B,1,9,14070
10391,WH_110391,EID_60391,Rural,Large,South,Zone 6,0,5,3,7602,Company Owned,47,0,0,0,220,28.0,,11,0,A+,4,29,14141
10392,WH_110392,EID_60392,Rural,Mid,North,Zone 2,0,1,2,4549,Company Owned,29,0,0,1,135,42.0,,35,0,A+,4,1,45100
10393,WH_110393,EID_60393,Rural,Mid,North,Zone 4,3,0,2,6717,Company Owned,17,0,0,1,168,27.0,2003.0,24,0,B+,5,26,27148
10394,WH_110394,EID_60394,Rural,Large,West,Zone 6,2,0,4,3574,Company Owned,44,0,0,0,171,28.0,,22,0,B+,6,6,28121
10395,WH_110395,EID_60395,Rural,Mid,West,Zone 4,5,1,5,3137,Company Owned,21,0,0,1,211,26.0,2021.0,0,0,,0,26,8103
10396,WH_110396,EID_60396,Rural,Large,West,Zone 5,2,1,4,4506,Company Owned,64,0,0,1,96,30.0,,5,0,C,2,10,6145
10397,WH_110397,EID_60397,Rural,Large,North,Zone 6,6,0,4,4603,Company Owned,22,0,0,1,134,39.0,2016.0,19,0,B+,4,28,24119
10398,WH_110398,EID_60398,Urban,Mid,North,Zone 2,0,1,4,5098,Company Owned,62,1,0,1,266,36.0,,14,0,B,2,12,17109
10399,WH_110399,EID_60399,Rural,Large,East,Zone 5,5,0,3,7029,Rented,44,0,0,0,80,20.0,1996.0,24,0,C,4,14,30114
10400,WH_110400,EID_60400,Rural,Large,North,Zone 6,6,0,2,4488,Rented,57,0,0,1,225,29.0,2021.0,0,0,,0,28,13120
10401,WH_110401,EID_60401,Rural,Large,South,Zone 6,0,0,4,4072,Rented,50,0,0,1,190,25.0,,10,0,B,1,23,12058
10402,WH_110402,EID_60402,Rural,Mid,West,Zone 3,5,0,6,3179,Rented,38,0,0,0,183,27.0,2016.0,6,1,A+,5,19,8062
10403,WH_110403,EID_60403,Rural,Mid,North,Zone 3,1,1,4,4853,Rented,31,0,0,0,219,16.0,,6,0,A,1,27,8059
10404,WH_110404,EID_60404,Rural,Mid,South,Zone 2,8,0,2,5509,Company Owned,68,0,0,1,177,34.0,2006.0,25,1,A+,5,12,32121
10405,WH_110405,EID_60405,Rural,Mid,West,Zone 4,8,0,3,4236,Rented,59,0,0,1,200,38.0,2018.0,6,1,B,4,11,7059
10406,WH_110406,EID_60406,Rural,Large,North,Zone 6,3,1,2,4474,Company Owned,56,0,0,1,131,26.0,2002.0,34,0,B+,5,23,40150
10407,WH_110407,EID_60407,Urban,Large,West,Zone 5,3,0,5,3932,Rented,17,0,0,1,89,35.0,2009.0,24,0,A,4,10,32145
10408,WH_110408,EID_60408,Rural,Mid,South,Zone 2,1,2,4,3856,Rented,37,0,0,1,118,32.0,,11,0,C,2,32,14123
10409,WH_110409,EID_60409,Rural,Mid,South,Zone 2,0,0,3,6359,Rented,60,0,0,1,150,34.0,,24,0,B,3,32,28060
10410,WH_110410,EID_60410,Rural,Large,North,Zone 6,3,0,3,4999,Company Owned,37,0,0,1,156,21.0,2021.0,0,0,,0,6,7140
10411,WH_110411,EID_60411,Rural,Large,North,Zone 6,8,1,2,5631,Company Owned,39,0,0,1,260,17.0,2010.0,17,1,A+,3,28,23097
10412,WH_110412,EID_60412,Rural,Small,South,Zone 6,1,0,3,3358,Rented,69,0,0,0,89,18.0,,22,0,B,6,9,26119
10413,WH_110413,EID_60413,Rural,Mid,West,Zone 2,8,0,2,7805,Rented,49,0,0,1,122,26.0,2007.0,22,1,B+,2,1,28148
10414,WH_110414,EID_60414,Rural,Large,West,Zone 5,7,0,4,6568,Company Owned,25,0,0,1,126,27.0,2014.0,11,0,A,3,5,14109
10415,WH_110415,EID_60415,Rural,Small,West,Zone 1,6,1,4,4783,Company Owned,58,0,1,1,151,27.0,,13,0,B,4,3,15062
10416,WH_110416,EID_60416,Rural,Mid,West,Zone 2,8,0,2,5665,Company Owned,45,0,0,1,114,23.0,2012.0,20,0,B+,2,1,25148
10417,WH_110417,EID_60417,Rural,Mid,West,Zone 2,4,0,3,3741,Company Owned,54,0,0,1,62,34.0,2015.0,11,1,C,4,18,14144
10418,WH_110418,EID_60418,Urban,Mid,South,Zone 4,0,0,2,5030,Company Owned,39,0,0,0,259,34.0,,15,0,C,4,26,21062
10419,WH_110419,EID_60419,Rural,Mid,North,Zone 2,0,0,4,5434,Rented,31,0,0,1,202,43.0,,28,0,B,5,12,34118
10420,WH_110420,EID_60420,Rural,Mid,North,Zone 4,7,0,3,4455,Company Owned,23,0,0,1,253,48.0,1998.0,30,0,C,3,26,39137
10421,WH_110421,EID_60421,Rural,Large,West,Zone 5,2,0,4,8964,Company Owned,55,0,0,0,102,28.0,,21,0,C,2,14,29059
10422,WH_110422,EID_60422,Rural,Mid,West,Zone 4,5,0,5,4403,Rented,30,0,0,0,191,18.0,2010.0,18,0,B+,3,26,21096
10423,WH_110423,EID_60423,Rural,Large,West,Zone 6,4,0,2,4110,Company Owned,28,0,0,1,212,33.0,2018.0,10,0,C,1,23,13074
10424,WH_110424,EID_60424,Rural,Large,North,Zone 6,0,0,3,3547,Company Owned,18,0,0,1,140,23.0,,29,0,B+,3,23,36084
10425,WH_110425,EID_60425,Rural,Small,West,Zone 6,8,0,6,4450,Rented,32,0,0,1,198,25.0,2008.0,22,0,C,6,9,29120
10426,WH_110426,EID_60426,Rural,Mid,North,Zone 3,3,4,4,5987,Company Owned,38,0,0,1,257,23.0,2019.0,5,1,B,4,27,5141
10427,WH_110427,EID_60427,Rural,Large,West,Zone 5,1,2,4,4073,Company Owned,63,0,0,0,218,22.0,,4,0,B+,2,10,5077
10428,WH_110428,EID_60428,Rural,Mid,West,Zone 4,7,0,2,4527,Company Owned,19,0,0,1,105,31.0,2014.0,20,0,C,1,26,28111
10429,WH_110429,EID_60429,Rural,Large,South,Zone 5,2,4,2,4811,Rented,25,1,0,1,263,27.0,,24,0,B,3,14,28133
10430,WH_110430,EID_60430,Rural,Large,West,Zone 5,8,1,4,4659,Rented,24,0,0,0,257,28.0,,18,0,C,6,10,22112
10431,WH_110431,EID_60431,Rural,Large,North,Zone 5,4,4,2,4225,Company Owned,58,0,0,0,67,22.0,,20,1,B,2,24,24055
10432,WH_110432,EID_60432,Rural,Mid,North,Zone 2,5,0,2,4650,Rented,24,0,0,0,169,22.0,2019.0,9,0,B+,6,18,11084
10433,WH_110433,EID_60433,Rural,Large,West,Zone 5,0,0,3,4215,Company Owned,52,0,0,1,150,26.0,,5,0,B,4,10,6120
10434,WH_110434,EID_60434,Rural,Large,North,Zone 5,0,1,2,4497,Rented,46,0,0,0,175,22.0,,16,0,B+,4,24,18085
10435,WH_110435,EID_60435,Rural,Large,North,Zone 6,0,0,4,4907,Rented,26,0,0,0,206,24.0,,18,0,C,2,23,23066
10436,WH_110436,EID_60436,Rural,Large,South,Zone 5,3,0,4,5220,Rented,44,0,0,0,181,16.0,1998.0,37,1,A+,4,10,49112
10437,WH_110437,EID_60437,Rural,Mid,West,Zone 4,5,1,6,4435,Rented,54,0,0,1,123,34.0,2011.0,12,1,A+,5,11,15145
10438,WH_110438,EID_60438,Rural,Large,North,Zone 6,0,1,4,4784,Company Owned,22,0,0,1,245,27.0,,9,0,A,6,28,12116
10439,WH_110439,EID_60439,Rural,Large,West,Zone 6,3,0,3,4768,Rented,70,0,0,0,93,20.0,2023.0,0,0,,0,6,8060
10440,WH_110440,EID_60440,Rural,Large,North,Zone 6,5,0,2,4703,Company Owned,18,1,0,1,155,44.0,1997.0,14,0,A,2,28,17091
10441,WH_110441,EID_60441,Urban,Large,South,Zone 6,5,2,2,6495,Rented,40,0,0,1,200,30.0,2015.0,12,1,A+,6,23,16074
10442,WH_110442,EID_60442,Urban,Large,North,Zone 6,0,0,1,4703,Rented,46,0,0,0,271,40.0,,32,0,A,5,4,43110
10443,WH_110443,EID_60443,Rural,Mid,North,Zone 4,6,3,3,6772,Company Owned,41,0,0,1,120,25.0,,14,1,A+,2,26,18065
